feature,psi,severity,ks_stat,ks_p,ref_mean,cur_mean,mean_shift
meanzover10vector_forward,10.840494859898916,alert,0.9630597014925373,8e-323,0.00482152243395505,0.29772426098931903,0.292902738555364
meanzover10vector_back,10.03502722875077,alert,0.9837686567164179,3.5e-323,0.0013651864834309212,0.29927667123361223,0.2979114847501813
stdvzover10vector_forward,8.351341581757744,alert,0.8109328358208955,3.8778163846213098e-208,0.07275329090779953,0.4167592186141286,0.3440059277063291
stdvzover10vector_back,7.723881192343994,alert,0.8393656716417911,4.751002507596852e-227,0.06944594017209124,0.4017194710303852,0.3322735308582939
stdvz,6.088867295846773,alert,0.6472014925373134,2.4145107320177283e-123,0.15149007452349525,0.5179494549544771,0.3664593804309818
sum_vectormagnitudes,3.006159564144618,alert,0.38619402985074625,1.3381618779706103e-41,0.9436867259554443,1.6722401811864904,0.7285534552310461
sumover10vector_forward,0.6074105033893484,alert,0.2364179104477612,1.3194881074007304e-15,4.202158365870735,7.121377809355529,2.919219443484794
sumover10vector_back,0.4963078509587022,alert,0.2153358208955224,5.288075050259038e-13,4.048195673576852,6.474852387473862,2.4266567138970103
back_sumvector2,0.03903661181888563,ok,0.04264925373134328,0.6114642190210919,0.659403146622805,0.5894046404059918,-0.06999850621681314
back_stdvz2,0.033102955542310554,ok,0.049850746268656716,0.41264002509560344,0.10683343274477146,0.09778024980216288,-0.009053182942608581
back_sumvector9,0.030919210646116982,ok,0.04496268656716418,0.5442025351467967,0.060321061962384924,0.06625464414508314,0.005933582182698217
back_sumvector1,0.028219743041765503,ok,0.05145522388059701,0.37373474798721007,0.8598658310009667,0.8406296370369091,-0.019236193964057624
forward_stdvz8,0.02726810587523263,ok,0.05253731343283582,0.3488448334840445,0.024971343231310984,0.02903874990530312,0.0040674066739921355
forward_sumvector8,0.026996336417898625,ok,0.05354477611940298,0.3266733217717792,0.10089568891949124,0.11977964269826771,0.01888395377877647
forward_sumvector5,0.026917837667949435,ok,0.03507462686567164,0.8276141946797323,0.3026494183633198,0.3399546419759281,0.037305223612608296
forward_stdvz1,0.026617646445736255,ok,0.056082089552238805,0.27515933346043403,0.13202499994545924,0.12262099942890928,-0.009404000516549965
forward_stdvz2,0.025329263601293537,ok,0.022649253731343282,0.9962740788963568,0.10985649255636051,0.1136970002745511,0.0038405077181905833
back_sumvector6,0.023885372535901714,ok,0.02298507462686567,0.9954705958785068,0.18814195639118483,0.1863796446294873,-0.001762311761697527
forward_sumvector4,0.02310628785640473,ok,0.03197761194029851,0.8991057121415041,0.3989180746298012,0.4612296417374455,0.062311567107644295
forward_stdvz10,0.022761754904274914,ok,0.04899253731343284,0.43439360470706684,0.018722985061962825,0.014972000016132369,-0.003750985045830456
back_stdvz4,0.022227325436881988,ok,0.04761194029850746,0.4706783684691369,0.06278679102638375,0.06446325003460515,0.001676459008221401
back_sumvector3,0.021577850430640942,ok,0.028992537313432837,0.9500656823844863,0.491447923120907,0.42967964192968794,-0.06176828119121908
forward_stdvz5,0.020909064627028844,ok,0.029701492537313433,0.9397538567121846,0.05565097013127003,0.06064074964204338,0.004989779510773347
back_stdvz1,0.01882183451392697,ok,0.048432835820895526,0.4489175308466782,0.13744268649077016,0.13469950018508825,-0.002743186305681905
forward_sumvector3,0.01866246049391669,ok,0.024291044776119403,0.9910398077585848,0.5230150884567281,0.5377046407073794,0.014689552250651383
forward_stdvz6,0.018398131151734227,ok,0.03044776119402985,0.9276713661967676,0.042180746227655726,0.04584749992005527,0.0036667536923995422
back_stdvz10,0.01814972641738145,ok,0.0423134328358209,0.6213707045884139,0.018780000033221944,0.01563200002681697,-0.0031480000064049753
forward_stdvz4,0.018093837672176365,ok,0.036940298507462686,0.7777910898239448,0.0701273879913766,0.08067499940050765,0.010547611409131047
back_sumvector4,0.0169933793127462,ok,0.029402985074626867,0.9442383297268846,0.36335837222290845,0.38317964209825733,0.01982126987534888
back_stdvz9,0.016830722060694855,ok,0.03805970149253731,0.7462533257867501,0.018131268696699624,0.01970650024653878,0.0015752315498391567
forward_sumvector6,0.01677710358950323,ok,0.03309701492537313,0.87519906836123,0.21426135872038074,0.23147964368981774,0.017218284969437003
forward_sumvector7,0.016010842367771852,ok,0.045074626865671645,0.5410067407265993,0.14893300150327363,0.1731796425646462,0.024246641061372587
back_stdvz5,0.015555673126354258,ok,0.014402985074626866,0.9999998255793303,0.047950298547633545,0.04861350005143322,0.0006632015037996777
forward_sumvector10,0.01487048499425153,ok,0.04768656716417911,0.46867890947840773,0.0552613608701999,0.03760464423772646,-0.017656716632473438
forward_stdvz3,0.014785544840902746,ok,0.028395522388059702,0.9578707546022405,0.0889280597041639,0.0925880001106998,0.0036599404065359026
back_stdvz6,0.013171815862152547,ok,0.018955223880597016,0.9997937575395897,0.03709679112557683,0.0360727501224028,-0.0010240410031740338
back_sumvector10,0.012411053951619544,ok,0.020186567164179103,0.9993520830783201,0.06270912195978957,0.04497964409078122,-0.017729477869008352
back_sumvector7,0.011973069238032142,ok,0.025559701492537314,0.9842788233202304,0.13023150872188072,0.15897964226154726,0.028748133539666543
forward_sumvector9,0.011861111742653753,ok,0.03817164179104478,0.7430482886949746,0.06797777881477472,0.05337964512305916,-0.014598133691715559
forward_sumvector1,0.011681160720971955,ok,0.03716417910447761,0.7715658936661937,0.8296344883465852,0.783104633660987,-0.046529854685598115
forward_sumvector2,0.01064316857567424,ok,0.02134328358208955,0.9984092615111845,0.6721867287605341,0.6982296392033459,0.026042910442811817
back_stdvz7,0.010434501693641084,ok,0.02623134328358209,0.979529603776781,0.028339029965512175,0.03425850001280196,0.005919470047289783
forward_stdvz7,0.009487902745976563,ok,0.028432835820895522,0.9574059564315701,0.03197141789323859,0.0379165000555804,0.005945082162341811
forward_stdvz9,0.006717455784128939,ok,0.036455223880597014,0.7911169544757539,0.020331417830355133,0.01769525005714968,-0.002636167773205453
back_stdvz8,0.006677715281483897,ok,0.03276119402985075,0.8826179426964981,0.022029328446508623,0.019223250051145443,-0.0028060783953631797
back_stdvz3,0.006194786734131074,ok,0.029402985074626867,0.9442383297268846,0.08235970144194843,0.07114900002372451,-0.011210701418223917
back_sumvector8,0.005766593812001559,ok,0.023507462686567164,0.9939652751737235,0.08626882285526918,0.06942964419140481,-0.016839178663864376
back_sumvector5,0.005751325731870816,ok,0.01373134328358209,0.9999999671785339,0.26547031348029065,0.2761296429140202,0.010659329433729547
