label_col,model,strategy,n_features,n_obs,fit_seconds,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std,cv_macro_precision_mean,cv_macro_precision_std,cv_macro_recall_mean,cv_macro_recall_std,cv_macro_auc_mean,cv_macro_auc_std,oof_accuracy,oof_balanced_accuracy,oof_macro_f1,oof_macro_precision,oof_macro_recall,oof_macro_auc
motion_5cat,majority_baseline,random_row,48,1340,0.02,0.3858208955223881,0.0020437408862133124,0.2,0.0,0.11136191055850216,0.0004254402382731424,0.07716417910447762,0.0004087481772426579,0.2,0.0,0.5,0.0,0.3858208955223881,0.2,0.1113624124932687,0.07716417910447762,0.2,0.5
motion_5cat,logistic_regression,random_row,48,1340,0.14,0.937313432835821,0.012487463082598132,0.8222878855336908,0.03948197576113358,0.8029588497103581,0.04421431719897683,0.7978855823531672,0.049792467069453894,0.8222878855336908,0.03948197576113358,0.9868075391232566,0.005204743406392584,0.9373134328358209,0.8214481238557386,0.8036381902893186,0.7907337253988318,0.8214481238557386,0.9864464861258158
motion_5cat,decision_tree,random_row,48,1340,0.07,0.9373134328358208,0.017180394676449766,0.7997497393217582,0.060193789306043036,0.7851164875041325,0.06368573802868249,0.7826216750290019,0.06178609760390029,0.7997497393217582,0.060193789306043036,0.9531886066279774,0.03317433862574785,0.9373134328358209,0.7986576693183636,0.784574040692595,0.7765187609126991,0.7986576693183636,0.952066227462244
motion_5cat,random_forest,random_row,48,1340,7.95,0.9522388059701493,0.014060778866728928,0.7881413497871526,0.05717776521338752,0.7824469035002908,0.06642733473864305,0.79412257769481,0.07552976620377103,0.7881413497871526,0.05717776521338752,0.9914790542816414,0.003168410311491069,0.9522388059701492,0.7863254202559913,0.7843019306881629,0.789191885295015,0.7863254202559913,0.9913127855117292
motion_5cat,gradient_boosting,random_row,48,1340,2.57,0.9552238805970148,0.011799543508090966,0.8176684938059025,0.06829691710794565,0.8032696183850181,0.062031209406006066,0.8051389706911445,0.054710734273269016,0.8176684938059025,0.06829691710794565,0.9909168967836942,0.0036322629623294278,0.9552238805970149,0.8160731454684422,0.8068910703800736,0.8008848808728569,0.8160731454684422,0.9908499830208892
motion_5cat,majority_baseline,grouped_event,48,1340,0.02,0.3738805970149254,0.025635170204951742,0.21000000000000002,0.022360679774997894,0.11432332098313072,0.014724828376540254,0.07861940298507461,0.010964373035088371,0.21000000000000002,0.022360679774997894,0.5,0.0,0.3738805970149254,0.19468852660342023,0.14956061263153092,0.14272388059701493,0.19468852660342023,0.49574025881352063
motion_5cat,logistic_regression,grouped_event,48,1340,0.13,0.9343283582089553,0.020539341708243106,0.7773387961845649,0.1299449816379922,0.7397787866431706,0.10950746934064153,0.751704654822302,0.10233673899958405,0.7433438019604601,0.1284497532578112,0.985776393109822,0.008612489061019232,0.9343283582089552,0.8003685470930713,0.7864896951005098,0.7752832755102966,0.8003685470930713,0.9852291028820158
motion_5cat,decision_tree,grouped_event,48,1340,0.07,0.9305970149253732,0.032054823275991844,0.8077740210378883,0.03713887426019739,0.7552104787247504,0.02988868590500239,0.7545575889145633,0.01650331658181673,0.773834860468,0.060703342831674036,0.9528046935492008,0.023909219895195722,0.9305970149253732,0.7983740379317087,0.7828887032912154,0.7758140123951905,0.7983740379317087,0.9469650977418521
motion_5cat,random_forest,grouped_event,48,1340,7.88,0.9470149253731343,0.01891610724721877,0.7873710959311754,0.05077982034934782,0.7514385313652185,0.05901078178696859,0.7668109877616057,0.05966064453733702,0.7541770258503128,0.06754670168864436,0.9894487298180367,0.00491176244859754,0.9470149253731344,0.7735191460275448,0.7722685486031047,0.7730020274677808,0.7735191460275448,0.9896032980224279
motion_5cat,gradient_boosting,grouped_event,48,1340,2.39,0.9455223880597016,0.024553259516958328,0.7889893704441867,0.0700864485347563,0.7477202807229345,0.0431535440650452,0.7545720111664037,0.05423358691380377,0.7529381575061813,0.03591653372960157,0.9886383375270157,0.003134851488901083,0.9455223880597015,0.7818895643363728,0.7776635489628074,0.7748976202928344,0.7818895643363728,0.9891051418455288
motion_5cat,majority_baseline,grouped_day,48,1340,0.02,0.3611023126633787,0.044220000518269416,0.2533333333333333,0.07302967433402213,0.13463164708457476,0.04310010295730575,0.09197889698592679,0.031080302051126402,0.2533333333333333,0.07302967433402213,0.5,0.0,0.3611940298507463,0.18805225507353168,0.1436915286381366,0.13603657076213385,0.18805225507353168,0.4903697356457382
motion_5cat,logistic_regression,grouped_day,48,1340,0.14,0.909928225883279,0.06477583390879917,0.8392609322818938,0.08106461443319242,0.7464684926204102,0.08571852122178125,0.755022383252948,0.09477601809011052,0.7488314069697767,0.08036014551077975,0.9763563252531466,0.0189910134493914,0.9097014925373135,0.7921591535253348,0.7708048366995139,0.7563968293271701,0.7921591535253348,0.9647863978838798
motion_5cat,decision_tree,grouped_day,48,1340,0.07,0.9023559623499953,0.08572789318734499,0.8218549762377311,0.10414214886050864,0.7724540494561449,0.12156185892391075,0.7906109207297947,0.11232311817804569,0.7776261470881257,0.11700972496416334,0.9385355899539417,0.030340452554012735,0.9022388059701493,0.7678726555266309,0.742290622975747,0.737289039423529,0.7678726555266309,0.9492585959683373
motion_5cat,random_forest,grouped_day,48,1340,7.89,0.9419155083808006,0.04541216945839912,0.8331508199558947,0.137663592769636,0.7864367869018346,0.11544268885394014,0.8104079801210297,0.10390062529996018,0.7843703321510167,0.11608576025407832,0.9837850072555264,0.009897746466102536,0.9417910447761194,0.7420910028132873,0.748357903070276,0.7565585853915373,0.7420910028132873,0.989665836900459
motion_5cat,gradient_boosting,grouped_day,48,1340,2.4,0.9441458660265342,0.04135134388501976,0.843997460195243,0.11966096655516098,0.7981393200033666,0.10316620923211396,0.8128575204334467,0.0959058257663846,0.7956234764554055,0.10528837460990095,0.9815659475814075,0.013036124885903111,0.9440298507462687,0.7646013001556116,0.7649211996876533,0.7663135488686373,0.7646013001556116,0.9886968187848302
